Time,Stock,Money
20/05/2022,-1,25%
07/07/2021,-1,18%
03/09/2020,-1,10%
03/07/2019,-1,5%
21/05/2018,-1,10%
18/05/2017,-1,5%
14/06/2016,-1,15%
06/05/2015,-1,15%
20/05/2014,-1,15%
29/05/2013,-1,15%
17/05/2012,-1,20%
07/07/2011,-1,15%
