Time,Stock,Money
14/06/2021,-1,5%
01/12/2020,-1,12%
20/08/2020,-1,5%
29/11/2019,-1,12%
27/05/2019,-1,5%
13/12/2018,-1,12%
29/05/2018,-1,12%
20/04/2017,-1,12%
25/05/2016,-1,12%
15/06/2015,-1,17%
25/07/2014,-1,-1
22/05/2014,-1,25%
13/05/2013,-1,25%
30/05/2012,-1,20%
30/05/2011,-1,20%
14/06/2010,-1,8%
