Time,Stock,Money
24/03/2021,-1,1.5%
07/02/2020,-1,3.5%
27/02/2019,-1,3.5%
02/02/2018,-1,3.57%
29/11/2017,-1,-1
13/01/2017,-1,4.2%
19/02/2016,-1,5.1%
29/01/2015,-1,4.8%
