Time,Stock,Money
24/03/2022,-1,-1
25/12/2020,-1,-1
24/12/2019,-1,-1
08/08/2017,-1,4%
04/02/2016,-1,3%
18/06/2014,-1,5%
20/12/2013,-1,5%
26/12/2012,-1,7%
07/07/2010,-1,5%
