Time,Stock,Money
25/09/2018,-1,5%
09/08/2017,-1,15%
11/07/2016,-1,18%
17/11/2015,17:08,-1
20/05/2015,-1,20%
03/06/2014,-1,20%
28/05/2013,-1,20%
03/10/2012,-1,-1
16/05/2012,-1,20%
