Time,Stock,Money
29/09/2021,-1,20%
10/06/2021,10:1,-1
16/09/2020,-1,15%
06/04/2020,20:3,-1
12/04/2019,10:1,-1
30/03/2018,-1,10%
14/03/2017,100:10,-1
20/06/2016,-1,5%
04/03/2016,100:20,-1
12/11/2015,-1,5%
04/02/2015,-1,15%
21/11/2014,-1,15%
15/05/2014,-1,2%
27/12/2013,-1,12%
05/12/2012,-1,15%
13/01/2011,-1,15%
02/12/2009,-1,5%
26/10/2009,-1,10%
