Time,Stock,Money
26/05/2022,100:10,-1
28/02/2022,-1,-1
24/11/2021,-1,-1
19/07/2021,100:10,5%
02/07/2021,-1,-1
19/09/2018,-1,8%
13/09/2017,-1,8%
16/07/2012,-1,15%
