Time,Stock,Money
04/04/2022,-1,20%
08/06/2021,-1,20%
25/03/2020,-1,10%
04/03/2019,-1,10%
21/05/2018,-1,10%
16/05/2017,-1,-1
21/05/2014,-1,3%
28/06/2011,-1,3%
23/11/2009,-1,18%
