Time,Stock,Money
03/06/2022,100:117,-1
29/12/2021,-1,10%
07/05/2021,20:3,-1
14/12/2020,-1,15%
07/08/2020,20:3,5%
20/12/2019,-1,10%
08/08/2019,-1,-1
08/05/2019,100:15,-1
11/04/2019,-1,5%
16/01/2019,-1,10%
17/01/2018,-1,20%
11/07/2016,100:18,-1
28/04/2016,-1,12.09%
11/01/2016,-1,10%
05/06/2015,100:26,-1
27/01/2015,-1,5%
