Time,Stock,Money
18/03/2022,-1,12%
03/03/2021,-1,14%
09/03/2020,-1,16%
07/12/2018,-1,16%
21/11/2017,-1,16%
06/03/2017,-1,16%
27/11/2015,-1,16%
19/11/2014,-1,16%
14/02/2014,-1,8%
18/09/2013,-1,9%
21/03/2013,-1,6%
23/10/2012,-1,9%
22/03/2012,-1,8%
22/09/2011,-1,7%
31/08/2010,-1,7%
23/02/2010,-1,8%
03/09/2009,-1,7%
06/03/2009,-1,7%
