Time,Stock,Money
16/05/2022,-1,20%
04/01/2022,-1,15%
23/03/2021,-1,10%
19/06/2020,-1,6%
31/01/2020,-1,14%
13/05/2019,-1,17.5%
04/01/2019,-1,10%
02/05/2018,-1,23%
22/12/2017,-1,15%
