Time,Stock,Money
13/05/2022,-1,5%
03/06/2021,-1,40%
11/05/2021,-1,3.81%
07/08/2020,-1,3%
03/07/2020,-1,1%
10/01/2020,-1,4%
14/05/2019,-1,5.45%
