Time,Stock,Money
11/05/2022,-1,13.5%
14/01/2022,-1,12.5%
17/05/2021,-1,14.8%
04/02/2021,-1,20%
07/10/2020,-1,28.4%
17/07/2020,-1,10%
05/05/2020,-1,20%
04/12/2019,-1,20%
04/06/2019,-1,25%
07/12/2018,-1,15%
11/05/2018,-1,25%
14/11/2017,-1,15%
13/06/2017,-1,20%
30/12/2016,-1,20%
19/05/2016,-1,45%
23/12/2015,-1,15%
19/05/2015,-1,25%
10/11/2014,-1,10%
15/05/2014,-1,20%
12/11/2013,-1,10%
19/06/2013,-1,20%
12/09/2012,-1,30%
30/11/2011,-1,20%
11/11/2010,-1,20%
08/04/2009,-1,10%
