Time,Stock,Money
10/06/2021,-1,7.5%
25/06/2020,-1,2%
06/02/2020,-1,8%
19/08/2019,100:17,-1
14/06/2018,-1,3%
22/02/2018,-1,-1
29/09/2017,-1,14%
19/05/2017,-1,4%
