Time,Stock,Money
30/07/2020,-1,7%
23/07/2019,-1,6%
11/06/2018,-1,5%
09/06/2017,-1,7%
23/05/2016,-1,4%
11/09/2015,-1,3%
17/03/2011,-1,2%
