Time,Stock,Money
27/12/2021,-1,16%
23/03/2021,-1,3%
03/09/2020,-1,12%
12/03/2020,-1,14%
18/02/2019,-1,14%
09/03/2018,-1,14%
07/03/2017,-1,13%
07/03/2016,-1,14%
25/12/2014,-1,14%
19/03/2014,-1,7%
18/10/2013,-1,7%
03/04/2013,-1,6%
22/10/2012,-1,7%
04/07/2012,-1,1%
30/03/2012,-1,6%
26/12/2011,-1,6%
06/01/2011,-1,8%
24/02/2010,-1,12%
